#{"t_start": 1765811939.587221, "env_id": "MiniGrid-DoorKey-5x5-v0"}
r,l,t
0.0,250,0.101335
0.0,250,0.194301
0.0,250,0.292664
0.0,250,0.386297
0.0,250,0.478376
0.0,250,0.571151
0.0,250,0.663616
0.0,250,0.757011
0.0,250,3.764375
0.0,250,3.858297
0.0,250,3.950754
0.0,250,4.042403
0.0,250,4.134776
0.0,250,4.226596
0.0,250,4.319718
0.0,250,4.451381
0.0,250,6.88136
0.0,250,6.97777
0.0,250,7.069631
0.0,250,7.161397
0.0,250,7.253896
0.0,250,7.345679
0.0,250,7.436851
0.0,250,7.528984
0.0,250,9.865066
0.0,250,9.95823
0.3808,172,10.021975
0.0,250,10.113515
0.0,250,10.205815
0.0,250,10.29781
0.0,250,10.389875
0.0,250,10.482134
0.0,250,10.57399
0.0,250,12.9071
0.0,250,13.000237
0.514,135,13.05071
0.0,250,13.142451
0.0,250,13.233514
0.0,250,13.325023
0.0,250,13.417518
0.0,250,13.509008
0.0,250,15.808354
0.0,250,15.901861
0.0,250,15.99432
0.0,250,16.086289
0.0,250,16.177861
0.0,250,16.269649
0.0,250,16.361584
0.0,250,16.453333
0.0,250,18.746525
0.0,250,18.838767
0.0,250,18.930333
0.0,250,19.022982
0.0,250,19.114709
0.0,250,19.20633
0.0,250,19.297952
0.0,250,19.393774
0.0,250,19.486295
0.0,250,21.809566
0.0,250,21.901467
0.0,250,21.993536
0.0,250,22.08582
0.0,250,22.177145
0.0,250,22.267985
0.0,250,22.359564
0.0,250,22.45096
0.0,250,24.753115
0.0,250,24.845422
0.0,250,24.93695
0.0,250,25.029105
0.0,250,25.120728
0.0,250,25.212162
0.0,250,25.304016
0.0,250,25.395478
0.2836,199,27.679246
0.0,250,27.772609
0.0,250,27.86446
0.0,250,27.956665
0.0,250,28.048063
0.0,250,28.140205
0.0,250,28.231992
0.0,250,28.324272
0.0,250,30.63709
0.0,250,30.730812
0.0,250,30.823361
0.0,250,30.915531
0.0,250,31.007859
0.298,195,31.080291
0.0,250,31.171998
0.0,250,31.264297
0.0,250,31.35619
0.0,250,33.68824
0.0,250,33.782168
0.0,250,33.874505
0.0,250,33.96696
0.0,250,34.058185
0.0,250,34.150589
0.0,250,34.242728
0.0,250,34.334743
0.0,250,36.633857
0.4888,142,36.686969
0.7264,76,36.715698
0.0,250,36.807865
0.0,250,36.900095
0.0,250,36.991487
0.0,250,37.083024
0.0,250,37.174277
0.154,235,37.260343
0.0,250,39.560799
0.0,250,39.654103
0.0,250,39.747594
0.0,250,39.839618
0.0,250,39.931966
0.0,250,40.023913
0.3592,178,40.089568
0.568,120,40.133407
0.0,250,40.225393
0.0,250,42.523158
0.208,220,42.604366
0.0,250,42.696338
0.4564,151,42.754523
0.7192,78,42.783146
0.7516,69,42.808588
0.6724,91,42.842259
0.0,250,42.933652
0.0,250,43.025338
0.0,250,43.117645
0.0,250,43.209059
0.0,250,45.509839
0.0,250,45.602567
0.0,250,45.694649
0.0,250,45.788737
0.0,250,45.881283
0.0,250,45.973776
0.0,250,46.065848
0.0,250,46.157561
0.6112,108,46.197303
0.0,250,48.513448
0.0,250,48.606072
0.73,75,48.634169
0.748,70,48.660044
0.0,250,48.754499
0.3124,191,48.824915
0.0,250,48.9163
0.0,250,49.008237
0.6148,107,49.047785
0.334,185,49.115804
0.4276,159,49.174187
0.6184,106,49.212884
0.2152,218,51.535721
0.262,205,51.611363
0.3772,173,51.674693
0.0,250,51.768154
0.0,250,51.86056
0.6508,97,51.896616
0.7552,68,51.921604
0.3088,192,51.99145
0.0,250,52.083178
0.0,250,52.174704
0.5788,117,54.421663
0.874,35,54.43488
0.6076,109,54.475614
0.0,250,54.56794
0.7372,73,54.595204
0.4816,144,54.647992
0.8956,29,54.658837
0.0,250,54.752125
0.5176,134,54.801741
0.0,250,54.893855
0.8956,29,54.90481
0.0,250,54.99587
0.3772,173,55.059607
0.4276,159,55.117831
0.4348,157,57.396748
0.7552,68,57.422314
0.6616,94,57.456909
0.0,250,57.54936
0.2008,222,57.631195
0.5392,128,57.678687
0.0,250,57.77222
0.0,250,57.8645
0.0,250,57.956504
0.8056,54,57.976821
0.478,145,58.029357
0.4708,147,58.083348
0.73,75,58.111364
0.3592,178,60.403583
0.136,240,60.492699
0.73,75,60.520724
0.5464,126,60.567387
0.784,60,60.58955
0.4996,139,60.640786
0.0,250,60.734676
0.4096,164,60.795727
0.5392,128,60.842456
0.5788,117,60.885411
0.7588,67,60.910106
0.4024,166,60.97139
0.7516,69,60.996576
0.3232,188,61.065689
0.5824,116,61.108774
0.8164,51,61.127562
0.7984,56,63.368914
0.8164,51,63.388014
0.7912,58,63.409338
0.0,250,63.501531
0.9064,26,63.511381
0.8632,38,63.525442
0.892,30,63.536617
0.5284,131,63.584803
0.8416,44,63.601096
0.8164,51,63.61983
0.5932,113,63.662733
0.676,90,63.696197
0.3736,174,63.761446
0.2404,211,63.838841
0.5176,134,63.88788
0.244,210,63.964465
0.9388,17,63.970791
0.496,140,64.02149
0.8992,28,64.031761
0.748,70,64.057303
0.8632,38,64.07121
0.8704,36,64.084403
0.8344,46,64.100986
0.5572,123,66.385793
0.8452,43,66.401902
0.694,85,66.433293
0.9208,22,66.441549
0.7408,72,66.467942
0.7264,76,66.496174
0.7948,57,66.517422
0.8992,28,66.527696
0.3268,187,66.595801
0.748,70,66.621545
0.8416,44,66.637749
0.8488,42,66.653331
0.7768,62,66.676096
0.4024,166,66.738417
0.5896,114,66.780744
0.9244,21,66.788473
0.9568,12,66.793017
0.7768,62,66.81595
0.8344,46,66.832845
0.8452,43,66.848646
0.8812,33,66.861028
0.8128,52,66.88029
0.7192,78,66.908857
0.9604,11,66.912961
0.7768,62,66.93559
0.7624,66,66.959678
0.9172,23,66.968079
0.7192,78,66.996573
0.9064,26,67.006281
0.4096,164,67.06645
0.7696,64,67.089869
0.7084,81,69.336304
0.8704,36,69.349927
0.856,40,69.364814
0.838,45,69.381448
0.9352,18,69.388232
0.7228,77,69.416541
0.892,30,69.42789
0.82,50,69.446355
0.8884,31,69.457851
0.9316,19,69.464965
0.8056,54,69.484899
0.82,50,69.503645
0.766,65,69.527764
0.73,75,69.555333
0.9028,27,69.565331
0.8164,51,69.584281
0.7444,71,69.610373
0.6328,102,69.647505
0.7552,68,69.67244
0.874,35,69.685359
0.6832,88,69.71835
0.9064,26,69.728493
0.9064,26,69.738248
0.928,20,69.74579
0.91,25,69.755098
0.802,55,69.775658
0.5932,113,69.817218
0.9532,13,69.82204
0.9028,27,69.832054
0.9208,22,69.84025
0.9028,27,69.850252
0.6868,87,69.882
0.8776,34,69.894441
0.9352,18,69.901197
0.9424,16,69.907232
0.892,30,69.918236
0.838,45,69.934758
0.9064,26,69.944415
0.7984,56,69.965029
0.7984,56,69.985657
0.5788,117,70.028322
0.514,135,70.077757
0.9064,26,72.304522
0.9496,14,72.309995
0.856,40,72.324888
0.8272,48,72.342701
0.8236,49,72.361014
0.8056,54,72.380838
0.9496,14,72.386114
0.8596,39,72.40044
0.8848,32,72.412391
0.9352,18,72.419194
0.9064,26,72.428975
0.9316,19,72.436062
0.8812,33,72.448345
0.7732,63,72.471599
0.8416,44,72.487873
0.9388,17,72.494252
0.7804,61,72.516902
0.9208,22,72.525276
0.7012,83,72.556291
0.8128,52,72.575316
0.9532,13,72.580198
0.82,50,72.598437
0.838,45,72.615135
0.964,10,72.61892
0.8992,28,72.629269
0.928,20,72.636673
0.8272,48,72.654302
0.91,25,72.663701
0.802,55,72.683778
0.8308,47,72.701018
0.0,250,72.792861
0.8416,44,72.809365
0.9424,16,72.815234
0.9424,16,72.821255
0.8524,41,72.836189
0.9064,26,72.845807
0.9352,18,72.852394
0.7264,76,72.880391
0.9424,16,72.886361
0.9604,11,72.890549
0.928,20,72.897936
0.0,250,72.987887
0.8524,41,73.003134
0.8596,39,73.017534
0.928,20,73.025008
0.9244,21,73.032905
0.9424,16,73.038861
0.8632,38,75.278699
0.8704,36,75.292596
0.9316,19,75.299873
0.8956,29,75.310703
0.892,30,75.321841
0.9496,14,75.327143
0.928,20,75.334687
0.9568,12,75.339246
0.928,20,75.346817
0.8956,29,75.357719
0.874,35,75.370636
0.9316,19,75.377722
0.8452,43,75.393459
0.9496,14,75.398689
0.91,25,75.408025
0.9604,11,75.412161
0.7444,71,75.437981
0.8704,36,75.451256
0.91,25,75.460674
0.9496,14,75.465909
0.9064,26,75.475485
0.784,60,75.497645
0.892,30,75.508824
0.9496,14,75.514018
0.9064,26,75.523516
0.928,20,75.530968
0.9424,16,75.537038
0.8992,28,75.547405
0.8884,31,75.558964
0.9136,24,75.567789
0.9568,12,75.572293
0.9244,21,75.580102
0.9172,23,75.588612
0.874,35,75.60145
0.8488,42,75.616895
0.7984,56,75.637636
0.9496,14,75.642887
0.9352,18,75.649572
0.856,40,75.664433
0.9496,14,75.669696
0.928,20,75.677054
0.9676,9,75.680477
0.8488,42,75.695951
0.9136,24,75.704988
0.5752,118,75.748976
0.946,15,75.754617
0.8632,38,75.768626
0.892,30,75.779712
0.9604,11,75.783827
0.9136,24,75.792676
0.8992,28,75.803148
0.8668,37,75.816786
0.8956,29,75.827513
0.9424,16,75.833409
0.9136,24,75.842419
0.7696,64,75.866142
0.8992,28,75.876431
0.9388,17,75.882759
0.9316,19,75.889919
0.9388,17,75.896345
0.9208,22,75.904477
0.9352,18,75.911196
0.7876,59,75.933327
0.8812,33,75.945624
0.9316,19,75.952686
0.9028,27,75.962757
0.9244,21,75.970515
0.9496,14,75.97577
0.9244,21,75.983509
0.8416,44,75.999625
0.9064,26,76.009172
0.9532,13,76.014029
0.8956,29,76.024711
0.8488,42,78.249368
0.7732,63,78.27317
0.946,15,78.278867
0.9316,19,78.285945
0.8596,39,78.300343
0.856,40,78.315133
0.9388,17,78.321466
0.9244,21,78.329302
0.946,15,78.334873
0.9532,13,78.339754
0.9604,11,78.343845
0.9568,12,78.348338
0.91,25,78.357566
0.9316,19,78.364633
0.8884,31,78.376074
0.928,20,78.383375
0.9316,19,78.390487
0.9424,16,78.396416
0.9532,13,78.401334
0.9028,27,78.411196
0.8308,47,78.428502
0.9424,16,78.434353
0.892,30,78.445475
0.9028,27,78.455429
0.9064,26,78.465092
0.8848,32,78.476798
0.9388,17,78.48305
0.9496,14,78.48828
0.8992,28,78.498512
0.856,40,78.513367
0.8956,29,78.523929
0.9712,8,78.527022
0.9388,17,78.533345
0.892,30,78.544499
0.964,10,78.548328
0.9064,26,78.557806
0.9532,13,78.562623
0.9208,22,78.570675
0.9532,13,78.575521
0.9388,17,78.581714
0.9352,18,78.588285
0.8452,43,78.604085
0.9388,17,78.610362
0.8056,54,78.62992
0.9496,14,78.63513
0.9424,16,78.641067
0.9244,21,78.648831
0.91,25,78.657967
0.9712,8,78.661006
0.9172,23,78.669513
0.928,20,78.676886
0.9172,23,78.685387
0.946,15,78.691016
0.9316,19,78.697994
0.8956,29,78.709263
0.9424,16,78.715351
0.9064,26,78.725071
0.9424,16,78.731161
0.9244,21,78.739042
0.8956,29,78.749771
0.9712,8,78.752837
0.874,35,78.765781
0.9388,17,78.772039
0.9496,14,78.777184
0.9532,13,78.782073
0.9352,18,78.788801
0.9604,11,78.792976
0.7876,59,78.814555
0.8956,29,78.825152
0.9424,16,78.831048
0.9424,16,78.836983
0.9388,17,78.843227
0.9568,12,78.847774
0.9172,23,78.856211
0.9388,17,78.862582
0.9316,19,78.869652
0.8632,38,78.883479
0.9316,19,78.890503
0.9172,23,78.898891
0.9316,19,78.906028
0.928,20,78.913425
0.9388,17,78.919654
0.9028,27,78.92965
0.8776,34,78.942091
0.8668,37,78.955729
0.9316,19,78.962831
0.91,25,78.971976
0.91,25,78.981134
0.9604,11,78.985183
0.9208,22,78.993291
0.9244,21,79.001047
0.9424,16,81.21442
0.928,20,81.222229
0.9208,22,81.230539
0.9316,19,81.237672
0.9064,26,81.247342
0.9244,21,81.255325
0.928,20,81.262756
0.964,10,81.266559
0.9424,16,81.272576
0.892,30,81.283768
0.9532,13,81.288682
0.9496,14,81.293975
0.8668,37,81.307481
0.9388,17,81.313752
0.9604,11,81.317911
0.9532,13,81.322795
0.9388,17,81.329171
0.9604,11,81.333269
0.946,15,81.338978
0.9496,14,81.344317
0.928,20,81.351716
0.9496,14,81.356962
0.9568,12,81.36147
0.9496,14,81.366648
0.928,20,81.373974
0.9136,24,81.382846
0.9028,27,81.392885
0.946,15,81.398506
0.8992,28,81.408844
0.9136,24,81.417682
0.9532,13,81.422573
0.9568,12,81.427046
0.946,15,81.432644
0.9316,19,81.439641
0.9568,12,81.44419
0.9388,17,81.450467
0.9712,8,81.453548
0.964,10,81.457354
0.9496,14,81.462567
0.946,15,81.468185
0.9496,14,81.47341
0.9568,12,81.477963
0.9028,27,81.48798
0.928,20,81.495457
0.928,20,81.502832
0.9712,8,81.505902
0.9244,21,81.513655
0.9604,11,81.51783
0.9316,19,81.524909
0.9496,14,81.530195
0.946,15,81.535836
0.9388,17,81.542252
0.9388,17,81.548683
0.946,15,81.554378
0.9208,22,81.562559
0.928,20,81.569929
0.964,10,81.573726
0.946,15,81.57929
0.9388,17,81.585737
0.9568,12,81.590218
0.9352,18,81.596972
0.9424,16,81.602939
0.8956,29,81.613667
0.9676,9,81.617085
0.946,15,81.622653
0.9352,18,81.629419
0.9352,18,81.636079
0.928,20,81.643477
0.9208,22,81.651608
0.9244,21,81.659317
0.9496,14,81.664638
0.9532,13,81.669523
0.9172,23,81.677949
0.9568,12,81.682498
0.8848,32,81.694234
0.91,25,81.703568
0.9208,22,81.712308
0.9172,23,81.720999
0.9604,11,81.725336
0.928,20,81.732833
0.9568,12,81.737466
0.9352,18,81.744172
0.8848,32,81.756099
0.9568,12,81.760578
0.9496,14,81.765867
0.928,20,81.773271
0.9424,16,81.779178
0.928,20,81.78655
0.964,10,81.790353
0.9352,18,81.796978
0.9352,18,81.803727
0.9496,14,81.808868
0.9532,13,81.813771
0.9352,18,81.820421
0.9532,13,81.825285
0.8128,52,81.84411
