#{"t_start": 1765860181.6401129, "env_id": "MiniGrid-DoorKey-8x8-v0"}
r,l,t
0.406562,422,0.186188
0.0,640,0.46042
0.0,640,0.688825
0.0,640,3.161341
0.0,640,3.39262
0.0,640,3.621342
0.0,640,6.169465
0.0,640,6.402679
0.0,640,6.632149
0.0,640,9.096423
0.0,640,9.325188
0.197031,571,9.533305
0.0,640,9.762782
0.0,640,12.262409
0.0,640,12.494532
0.0,640,12.725178
0.0,640,15.187813
0.0,640,15.420434
0.0,640,15.648752
0.0,640,18.180309
0.534531,331,18.29951
0.0,640,18.529648
0.0,640,18.759521
0.0,640,21.235904
0.0,640,21.46556
0.0,640,21.695473
0.0,640,24.211458
0.0,640,24.44393
0.0,640,24.677345
0.0,640,27.146066
0.0,640,27.379168
0.0,640,27.61187
0.0,640,30.105693
0.812969,133,30.154088
0.0,640,30.38681
0.0,640,30.618763
0.104219,637,33.086137
0.0,640,33.315376
0.0,640,33.551487
0.0,640,33.783808
0.0,640,36.333534
0.0,640,36.562657
0.483906,367,36.694099
0.264531,523,39.085231
0.0,640,39.313672
0.0,640,39.543564
0.0,640,39.776825
0.663906,239,42.131736
0.0,640,42.365352
0.0,640,42.594465
0.0,640,45.058753
0.0,640,45.289136
0.0,640,45.522637
0.407969,421,45.674063
0.0,640,48.18241
0.0,640,48.413998
0.0,640,48.647125
0.0,640,51.124932
0.0,640,51.357821
0.0,640,51.589112
0.0,640,54.097272
0.0,640,54.332755
0.0,640,54.567267
0.0,640,54.798023
0.0,640,57.258521
0.0,640,57.491026
0.0,640,57.722846
0.0,640,60.243539
0.0,640,60.47635
0.0,640,60.706852
0.0,640,63.177051
0.0,640,63.407553
0.305312,494,63.586451
0.0,640,66.113094
0.5725,304,66.225587
0.0,640,66.454262
0.423438,410,66.602555
0.0,640,66.835155
0.0,640,69.29588
0.287031,507,69.480211
0.0,640,69.714216
0.0,640,72.222993
0.0,640,72.453219
0.0,640,72.68486
0.0,640,75.157102
0.0,640,75.389704
0.0,640,75.620386
0.0,640,78.138905
0.908594,65,78.162464
0.794687,146,78.21503
0.337656,471,78.385717
0.0,640,78.613466
0.0,640,81.085276
0.0,640,81.317977
0.0,640,81.546976
0.0,640,81.774913
0.0,640,84.265395
0.488125,364,84.397225
0.152031,603,84.615495
0.600625,284,84.718556
0.0,640,87.540875
0.0,640,87.780957
0.0,640,88.017007
0.0,640,90.633952
0.0,640,90.869441
0.0,640,91.10171
0.0,640,93.668754
0.0,640,93.903234
0.0,640,94.141373
0.0,640,94.373141
0.182969,581,96.965182
0.78625,152,97.023033
