#{"t_start": 1765794934.362138, "env_id": "MiniGrid-Empty-8x8-v0"}
r,l,t
0.4,256,0.125101
0.0,256,0.242691
1.609766,111,0.295307
0.5,256,0.409692
0.4,256,0.528583
0.8,256,0.684341
0.2,256,0.838719
0.4,256,0.984093
1.571094,122,1.043553
0.7,256,4.714521
0.5,256,4.836412
0.6,256,4.981222
0.6,256,5.118099
0.7,256,5.259372
1.173828,235,5.392486
0.8,256,5.5248
1.300391,199,5.628849
0.4,256,9.068443
1.757422,69,9.098836
0.6,256,9.211649
0.5,256,9.324435
0.2,256,9.437881
0.0,256,9.552796
0.0,256,9.666181
0.6,256,9.77247
1.103516,255,9.877803
0.3,256,13.294086
0.8,256,13.407095
0.0,256,13.521559
0.3,256,13.634503
1.518359,137,13.690662
0.4,256,13.795378
0.7,256,13.89976
1.6625,96,13.939957
0.5,256,14.044723
1.110547,253,17.826396
1.739844,74,17.868095
0.5,256,18.036231
1.585156,118,18.086963
1.163281,238,18.185885
0.6,256,18.291917
0.4,256,18.428447
0.5,256,18.579716
1.599219,114,18.645402
1.729297,77,18.688024
0.2,256,22.054782
1.866406,38,22.073667
1.205469,226,22.181615
0.4,256,22.299184
1.490234,145,22.361531
0.5,256,22.469609
1.792578,59,22.494303
1.4375,160,22.561238
1.525391,135,22.616281
1.173828,235,22.71221
0.5,256,22.818302
0.4,256,26.105771
0.7,256,26.211988
1.528906,134,26.267413
1.806641,55,26.290069
1.293359,201,26.37474
1.521875,136,26.430421
0.0,256,26.535685
1.785547,61,26.561508
0.6,256,26.6756
1.655469,98,26.723209
1.764453,67,26.753347
1.644922,101,26.797938
1.349609,185,26.884029
0.1,256,30.132363
1.898047,29,30.144811
0.4,256,30.252232
1.673047,93,30.290779
0.1,256,30.397762
1.926172,21,30.406412
1.349609,185,30.482824
1.827734,49,30.503983
1.820703,51,30.527831
0.5,256,30.640265
1.272266,207,30.731392
0.4,256,30.844064
1.613281,110,30.892216
0.1,256,34.033302
1.905078,27,34.044904
1.205469,226,34.139086
0.9,256,34.254481
1.514844,138,34.315682
1.901563,28,34.328371
1.539453,131,34.386771
1.873437,36,34.40221
1.557031,126,34.457637
1.929688,20,34.466174
1.402344,170,34.542134
1.634375,104,34.589025
1.792578,59,34.615222
1.557031,126,34.671722
1.60625,112,34.722506
1.363672,181,34.802927
1.55,128,34.860111
1.486719,146,34.924379
1.838281,46,37.823838
1.778516,63,37.85191
1.743359,73,37.884635
1.827734,49,37.905627
1.827734,49,37.927213
0.5,256,38.04105
1.521875,136,38.101726
1.715234,81,38.136706
1.1,256,38.250562
1.862891,39,38.267884
1.465625,152,38.336072
0.5,256,38.450616
1.855859,41,38.468716
1.873437,36,38.484439
1.940234,17,38.491876
1.940234,17,38.499369
1.564062,124,38.554406
1.824219,50,38.577044
0.7,256,38.691053
0.6,256,41.647363
1.792578,59,41.667809
0.5,256,41.755658
1.929688,20,41.76263
1.370703,179,41.824173
0.5,256,41.911358
1.588672,117,41.951375
1.883984,33,41.962269
0.1,256,42.049924
1.915625,24,42.0582
0.0,256,42.145714
1.683594,90,42.176633
0.6,256,42.263478
1.845312,44,42.278405
1.926172,21,44.524327
1.936719,18,44.530907
1.609766,111,44.570296
1.915625,24,44.578455
1.771484,65,44.600062
1.915625,24,44.608108
1.852344,42,44.622011
1.325,192,44.687882
1.813672,53,44.705978
1.546484,129,44.751754
0.9,256,44.838125
1.883984,33,44.849504
1.936719,18,44.85554
0.5,256,44.943223
0.5,256,45.031197
1.894531,30,45.041338
1.599219,114,45.082018
1.296875,200,45.15034
1.905078,27,45.159337
1.852344,42,45.173319
1.866406,38,45.186019
1.929688,20,45.192778
1.458594,154,47.499267
1.514844,138,47.546292
1.180859,233,47.626581
1.859375,40,47.640219
1.321484,193,47.705442
1.908594,26,47.714223
1.933203,19,47.72066
1.94375,16,47.726007
1.929688,20,47.732696
1.898047,29,47.74244
1.950781,14,47.747195
1.792578,59,47.767051
1.915625,24,47.77514
1.490234,145,47.824525
1.363672,181,47.886344
1.472656,150,47.936501
1.138672,245,48.019974
1.873437,36,48.032363
1.265234,209,48.10382
1.841797,45,48.118888
1.458594,154,48.171926
1.666016,95,50.514243
1.775,64,50.536644
1.796094,58,50.556673
0.9,256,50.643774
1.658984,97,50.676696
1.894531,30,50.686963
1.922656,22,50.694293
1.391797,173,50.753132
1.620312,108,50.788963
1.940234,17,50.794677
1.894531,30,50.804909
1.472656,150,50.856129
1.616797,109,50.892593
1.486719,146,50.942333
1.289844,202,51.010404
1.845312,44,51.024929
0.5,256,51.112173
1.813672,53,51.130177
1.936719,18,51.13621
0.0,256,53.457593
0.6,256,53.546981
1.905078,27,53.556734
1.694141,87,53.587095
1.898047,29,53.596818
1.585156,118,53.637451
1.451562,156,53.690536
1.595703,115,53.729625
1.771484,65,53.751576
1.623828,107,53.787653
1.876953,35,53.799413
1.567578,123,53.840186
1.483203,147,53.890036
1.782031,62,53.91025
0.5,256,53.997464
1.947266,15,54.002724
1.704687,84,54.031126
0.5,256,56.423651
1.883984,33,56.436128
1.957812,12,56.440246
1.950781,14,56.445038
1.560547,125,56.487491
1.778516,63,56.509411
1.848828,43,56.523753
1.929688,20,56.53058
1.954297,13,56.535756
1.919141,23,56.544004
1.722266,79,56.571885
1.729297,77,56.598101
1.891016,31,56.608458
1.739844,74,56.633348
1.346094,186,56.696463
1.349609,185,56.759103
1.616797,109,56.796064
1.838281,46,56.81153
1.912109,25,56.820144
1.869922,37,56.832609
1.824219,50,56.849387
1.827734,49,56.865689
1.926172,21,56.872718
1.841797,45,56.887668
1.729297,77,56.913437
1.767969,66,56.935707
0.3,256,57.02308
1.641406,102,57.057616
1.518359,137,57.104121
1.94375,16,57.109487
1.581641,119,59.468261
1.855859,41,59.482764
1.954297,13,59.487253
1.891016,31,59.497658
1.676562,92,59.528716
1.898047,29,59.53938
1.532422,133,59.585135
1.8875,32,59.596128
1.729297,77,59.622481
0.0,256,59.710259
1.637891,103,59.745883
1.792578,59,59.765841
1.419922,165,59.822113
1.757422,69,59.845178
1.810156,54,59.863522
1.648438,100,59.8969
1.26875,208,59.96778
1.954297,13,59.972176
1.261719,210,60.043357
1.349609,185,60.106925
1.782031,62,60.12803
0.0,256,62.634367
1.933203,19,62.641017
1.771484,65,62.663297
1.817187,52,62.680984
1.929688,20,62.687833
1.676562,92,62.719271
1.799609,57,62.738716
0.5,256,62.825613
1.919141,23,62.833569
1.637891,103,62.868899
0.9,256,62.95624
1.644922,101,62.990446
1.423437,164,63.046591
1.694141,87,63.076089
1.915625,24,63.084181
1.535937,132,63.129052
1.690625,88,63.158978
1.940234,17,63.164688
1.926172,21,63.171791
1.412891,167,63.231015
1.694141,87,66.012458
1.651953,99,66.056413
1.929688,20,66.063731
1.465625,152,66.129315
1.767969,66,66.157899
1.514844,138,66.209205
1.701172,85,66.239879
1.817187,52,66.258776
1.588672,117,66.301457
1.824219,50,66.320022
1.300391,199,66.390887
1.950781,14,66.395937
1.648438,100,66.432719
1.419922,165,66.497062
1.869922,37,66.512106
1.746875,72,66.542915
1.841797,45,66.561551
1.94375,16,66.567685
1.898047,29,66.5779
1.957812,12,66.582124
1.806641,55,66.6008
1.729297,77,66.62669
1.838281,46,66.642208
1.750391,71,66.665573
1.630859,105,66.701294
1.778516,63,66.722618
1.859375,40,66.736099
1.669531,94,66.776473
0.3,256,69.515119
1.286328,203,69.599445
1.810156,54,69.620022
1.912109,25,69.629736
1.950781,14,69.635182
1.208984,225,69.722825
