#{"t_start": 1765805476.271034, "env_id": "MiniGrid-DoorKey-5x5-v0"}
r,l,t
0.0,250,0.604024
0.0,250,0.687696
0.0,250,0.771642
0.478,145,0.820864
0.0,250,0.903858
0.4708,147,0.953007
0.0,250,1.035368
0.0,250,1.121203
0.0,250,1.205048
0.0,250,3.355477
0.0,250,3.439521
0.0,250,3.522675
0.0,250,3.606273
0.7228,77,3.632384
0.0,250,3.715253
0.0,250,3.798608
0.4888,142,3.846289
0.0,250,3.929434
0.0,250,6.064161
0.0,250,6.1485
0.0,250,6.23226
0.0,250,6.315427
0.0,250,6.398478
0.3808,172,6.456025
0.262,205,6.524796
0.0,250,6.607944
0.0,250,6.692139
0.0,250,8.828679
0.0,250,8.912568
0.0,250,8.995614
0.0,250,9.08068
0.0,250,9.164121
0.0,250,9.247567
0.0,250,9.331075
0.0,250,9.414115
0.0,250,11.558263
0.0,250,11.641596
0.0,250,11.725725
0.0,250,11.809147
0.0,250,11.892583
0.0,250,11.976289
0.0,250,12.060473
0.0,250,12.149794
0.0,250,14.286562
0.0,250,14.369947
0.0,250,14.45374
0.0,250,14.537755
0.0,250,14.621564
0.0,250,14.704555
0.0,250,14.787357
0.0,250,14.869943
0.0,250,17.001774
0.0,250,17.086945
0.0,250,17.170961
0.0,250,17.254091
0.0,250,17.336675
0.0,250,17.419589
0.0,250,17.50316
0.0,250,17.588225
0.0,250,19.721737
0.0,250,19.806125
0.0,250,19.88988
0.0,250,19.973245
0.0,250,20.058337
0.0,250,20.143094
0.0,250,20.226344
0.316,190,20.289841
0.0,250,20.372478
0.0,250,22.508605
0.0,250,22.592373
0.0,250,22.675749
0.0,250,22.759625
0.0,250,22.842696
0.0,250,22.925557
0.0,250,23.009577
0.55,125,23.052583
0.928,20,23.059538
0.0,250,25.682915
0.0,250,25.79133
0.0,250,25.896672
0.0,250,25.990611
0.0,250,26.082399
0.0,250,26.17599
0.0,250,26.269201
0.0,250,26.370633
0.0,250,26.471095
0.2512,208,29.061644
0.0,250,29.145266
0.0,250,29.228264
0.0,250,29.310912
0.0,250,29.393936
0.0,250,29.477635
0.0,250,29.56483
0.0,250,29.653062
0.0,250,31.88271
0.0,250,31.966186
0.3412,183,32.027167
0.37,175,32.086152
0.0,250,32.168489
0.0,250,32.251972
0.0,250,32.335141
0.154,235,32.41502
0.0,250,32.505285
0.0,250,34.730546
0.46,150,34.781886
0.0,250,34.867974
0.2332,213,34.93914
0.0,250,35.022233
0.6688,92,35.054109
0.0,250,35.137751
0.0,250,35.221822
0.0,250,35.308651
0.0,250,37.67075
0.0,250,37.754519
0.4852,143,37.804908
0.0,250,37.890047
0.0,250,37.974725
0.0,250,38.063448
0.0,250,38.152189
0.0,250,38.236053
0.0,250,38.323233
0.0,250,40.627262
0.2512,208,40.698331
0.0,250,40.783723
0.0,250,40.86768
0.0,250,40.952247
0.3448,182,41.014087
0.0,250,41.105446
0.7084,81,41.133903
0.406,165,41.190119
0.0,250,43.62399
