#{"t_start": 1765806668.32737, "env_id": "MiniGrid-DoorKey-5x5-v0"}
r,l,t
0.0,250,0.097888
0.0,250,0.185607
0.0,250,0.276292
0.0,250,0.364427
0.0,250,0.451698
0.0,250,0.539363
0.0,250,0.626543
0.0,250,0.713396
0.0,250,3.085812
0.0,250,3.173985
0.0,250,3.261446
0.0,250,3.349247
0.0,250,3.436366
0.0,250,3.522437
0.0,250,3.609963
0.6508,97,3.643922
0.0,250,5.993752
0.0,250,6.087927
0.8128,52,6.106625
0.0,250,6.193699
0.0,250,6.281171
0.0,250,6.369228
0.0,250,6.456916
0.0,250,6.54493
0.0,250,6.632542
0.0,250,9.005523
0.3988,167,9.065213
0.0,250,9.151849
0.0,250,9.239378
0.7912,58,9.259889
0.0,250,9.346809
0.0,250,9.434518
0.0,250,9.520465
0.0,250,9.606637
0.0,250,9.693589
0.0,250,12.043581
0.0,250,12.130778
0.0,250,12.218937
0.0,250,12.306462
0.0,250,12.393995
0.0,250,12.480215
0.5896,114,12.521571
0.0,250,12.617769
0.7192,78,12.646053
0.0,250,14.992806
0.0,250,15.08045
0.0,250,15.168534
0.0,250,15.255407
0.0,250,15.342269
0.0,250,15.429431
0.0,250,15.515845
0.0,250,15.602242
0.6724,91,15.634006
0.0,250,17.963487
0.0,250,18.051974
0.0,250,18.140106
0.0,250,18.226593
0.0,250,18.312503
0.2728,202,18.383756
0.0,250,18.470834
0.0,250,18.557271
0.0,250,20.910471
0.0,250,20.999243
0.0,250,21.087657
0.0,250,21.175141
0.2044,221,21.252193
0.0,250,21.339203
0.0,250,21.427238
0.0,250,21.513394
0.0,250,21.600654
0.0,250,23.933056
0.6688,92,23.96548
0.0,250,24.053603
0.0,250,24.141324
0.0,250,24.22811
0.0,250,24.314521
0.5176,134,24.361431
0.0,250,24.448331
0.0,250,24.535219
0.7804,61,24.556452
0.1144,246,26.922745
0.0,250,27.011737
0.0,250,27.098755
0.0,250,27.185578
0.0,250,27.272913
0.0,250,27.360167
0.0,250,27.447555
0.1504,236,27.529872
0.0,250,29.797556
0.8632,38,29.811262
0.9388,17,29.817339
0.0,250,29.905807
0.0,250,29.993591
0.0,250,30.081212
0.0,250,30.168162
0.0,250,30.254987
0.388,170,30.314155
0.388,170,30.373705
0.0,250,30.460413
0.5788,117,32.783181
0.0,250,32.871281
0.0,250,32.959463
0.0,250,33.048191
0.0,250,33.13535
0.0,250,33.222809
0.1504,236,33.304801
0.0,250,33.391635
0.0,250,35.734244
0.0,250,35.82236
0.0,250,35.909492
0.0,250,35.999024
0.352,180,36.063176
0.0,250,36.150856
0.0,250,36.237635
0.0,250,36.325324
0.0,250,36.412191
0.0,250,38.794191
0.91,25,38.803309
0.0,250,38.890834
0.4816,144,38.941397
0.0,250,39.030607
0.0,250,39.118102
0.0,250,39.205016
0.0,250,39.292648
0.0,250,39.38021
0.0,250,41.737745
0.0,250,41.826566
0.0,250,41.914226
0.28,200,41.997953
0.2404,211,42.072501
0.0,250,42.160612
0.1972,223,42.238706
0.0,250,42.326209
0.784,60,42.347702
0.334,185,42.411796
0.0,250,44.807644
0.0,250,44.895902
0.0,250,44.984691
0.0,250,45.074649
0.0,250,45.162452
0.1468,237,45.244873
0.5032,138,45.292813
0.496,140,45.341607
0.0,250,45.429078
0.0,250,47.76837
0.0,250,47.855839
0.0,250,47.943838
0.6508,97,47.97879
0.2368,212,48.054025
0.0,250,48.141587
0.0,250,48.228608
0.5968,112,48.267369
0.0,250,48.355103
0.0,250,48.442145
0.0,250,50.816121
0.0,250,50.904561
0.0,250,50.993704
0.4276,159,51.050324
0.0,250,51.13881
0.0,250,51.227
0.2008,222,51.304706
0.4672,148,51.356353
0.8992,28,51.366299
0.0,250,51.453504
0.0,250,53.736234
0.0,250,53.823565
0.4492,153,53.877506
0.0,250,53.96504
0.0,250,54.054409
0.0,250,54.141411
0.8812,33,54.153266
0.0,250,54.24046
0.0,250,54.327765
0.0,250,56.70104
0.0,250,56.788458
0.0,250,56.875805
0.0,250,56.963658
0.4996,139,57.014195
0.0,250,57.101161
0.1108,247,57.187077
0.0,250,57.273516
0.0,250,57.361579
0.0,250,59.640955
0.0,250,59.730067
0.0,250,59.818424
0.0,250,59.90575
0.7336,74,59.931907
0.37,175,59.993482
0.0,250,60.0812
0.0,250,60.169008
0.0,250,60.255874
0.0,250,62.625628
0.0,250,62.714219
0.2584,206,62.786423
0.6256,104,62.822414
0.0,250,62.909146
0.0,250,62.997094
0.0,250,63.085367
0.0,250,63.17276
0.5068,137,63.220694
0.244,210,63.293377
0.8776,34,65.561255
0.0,250,65.648352
0.0,250,65.736013
0.6976,84,65.765294
0.0,250,65.852282
0.0,250,65.939167
0.0,250,66.028253
0.0,250,66.115822
0.0,250,66.203094
0.0,250,68.567585
0.7516,69,68.592031
0.0,250,68.679004
0.0,250,68.766314
0.208,220,68.842059
0.172,230,68.921739
0.1144,246,69.008555
0.2188,217,69.084578
0.0,250,69.170945
0.1828,227,69.249373
0.0,250,71.588919
0.4384,156,71.644061
0.3556,179,71.705913
0.1396,239,71.788853
0.6796,89,71.819628
0.0,250,71.905781
0.0,250,71.993845
0.676,90,72.026288
0.0,250,72.113555
0.154,235,72.196156
0.0,250,74.577262
0.0,250,74.664912
0.2764,201,74.734909
0.7732,63,74.757149
0.0,250,74.84391
0.514,135,74.890454
0.0,250,74.977013
0.0,250,75.066488
0.0,250,75.153689
0.7552,68,75.177708
0.0,250,77.480193
0.0,250,77.568202
0.4528,152,77.621666
0.3988,167,77.679189
0.856,40,77.693067
0.0,250,77.780808
0.1216,244,77.864899
0.8452,43,77.88008
0.6436,99,77.915019
0.0,250,78.003072
0.2152,218,78.07959
0.2296,214,78.154001
0.0,250,80.529513
0.0,250,80.617208
0.4996,139,80.6658
0.0,250,80.752866
0.0,250,80.839891
0.0,250,80.92722
0.5176,134,80.975031
0.0,250,81.064731
0.226,215,81.14033
0.0,250,83.495533
0.0,250,83.583848
0.0,250,83.671533
0.6256,104,83.708073
0.6112,108,83.746274
0.0,250,83.833876
0.0,250,83.921443
0.9208,22,83.92934
0.2512,208,84.00258
0.64,100,84.037772
0.2728,202,84.108669
0.0,250,86.467107
0.8488,42,86.482252
0.7804,61,86.503921
0.0,250,86.591412
0.0,250,86.678736
0.0,250,86.766173
0.55,125,86.809878
0.19,225,86.888169
0.0,250,86.976001
0.0,250,87.065965
0.1324,241,87.150319
0.7696,64,89.439483
0.0,250,89.527553
0.0,250,89.615241
0.0,250,89.70252
0.2476,209,89.775752
0.0,250,89.8626
0.0,250,89.949743
0.7336,74,89.975929
0.0,250,90.064935
0.6184,106,90.10289
0.0,250,92.475395
0.6508,97,92.509883
0.0,250,92.597198
0.0,250,92.684388
0.0,250,92.771735
0.5968,112,92.810596
0.0,250,92.898443
0.154,235,92.980648
0.0,250,93.068979
0.0,250,95.817938
0.0,250,95.907914
0.3016,194,95.988827
0.7984,56,96.009313
0.2764,201,96.085097
0.0,250,96.18584
0.0,250,96.282437
0.0,250,96.373856
0.0,250,96.46114
0.3736,174,96.522646
0.0,250,99.151714
0.748,70,99.17659
0.0,250,99.264783
0.0,250,99.352673
0.0,250,99.4409
0.3772,173,99.50241
0.352,180,99.565665
0.3664,176,99.627557
0.0,250,99.716588
0.586,115,99.757875
0.73,75,99.784412
0.0,250,102.742984
0.0,250,102.846513
0.5824,116,102.889804
0.0,250,102.977364
0.0,250,103.067045
0.9028,27,103.076756
0.0,250,103.16483
0.7948,57,103.18514
0.0,250,103.272455
0.0,250,103.359606
0.0,250,105.744016
0.0,250,105.832586
0.0,250,105.920285
0.0,250,106.009107
0.6724,91,106.041469
0.0,250,106.129606
0.244,210,106.203379
0.5752,118,106.244887
0.4168,162,106.301423
0.0,250,106.388254
0.784,60,106.40943
0.7408,72,106.434749
0.802,55,106.454405
0.0,250,108.943582
0.1828,227,109.025857
0.4024,166,109.084129
0.8092,53,109.102907
0.154,235,109.185828
0.4924,141,109.235059
0.2008,222,109.312209
0.6256,104,109.348567
0.0,250,109.43481
0.0,250,109.521576
0.0,250,112.296434
0.8452,43,112.313407
0.1648,232,112.412822
0.0,250,112.528929
0.5968,112,112.5699
0.0,250,112.658849
0.0,250,112.773036
0.3052,193,112.84052
0.0,250,112.934803
0.802,55,112.954632
0.5896,114,112.995742
0.0,250,115.842268
0.0,250,115.936644
0.0,250,116.042362
0.0,250,116.146008
0.0,250,116.241885
0.1144,246,116.343097
0.0,250,116.457435
0.4168,162,116.516553
0.0,250,116.612354
0.8416,44,116.628562
0.1036,249,119.087467
0.0,250,119.175182
0.0,250,119.263484
0.0,250,119.351903
0.6832,88,119.38262
0.0,250,119.46899
0.0,250,119.55699
0.0,250,119.643909
0.0,250,119.731793
0.0,250,122.292224
0.5428,127,122.338934
0.0,250,122.427216
0.0,250,122.515002
0.8416,44,122.530712
0.478,145,122.582127
0.0,250,122.670592
0.0,250,122.758965
0.0,250,122.846871
0.0,250,122.934331
0.0,250,125.50453
0.4672,148,125.556843
0.658,95,125.590279
0.0,250,125.678069
0.6364,101,125.713664
0.0,250,125.800788
0.3808,172,125.861812
0.8344,46,125.878015
0.0,250,125.96557
0.4816,144,126.017088
0.3988,167,126.074908
0.4024,166,126.134114
0.0,250,128.500182
0.0,250,128.587917
0.0,250,128.67579
0.0,250,128.763155
0.0,250,128.851149
0.0,250,128.938567
0.0,250,129.026918
0.6904,86,129.058087
0.0,250,131.423165
0.8668,37,131.436575
0.5284,131,131.482823
0.0,250,131.569829
0.0,250,131.656971
0.0,250,131.74437
0.3808,172,131.804611
0.0,250,131.892034
0.0,250,131.979848
0.19,225,132.059902
0.0,250,134.389008
0.0,250,134.478216
0.0,250,134.566343
0.0,250,134.653364
0.0,250,134.741461
0.3412,183,134.806185
0.658,95,134.839127
0.0,250,134.926788
0.1828,227,135.007937
0.0,250,135.094692
0.0,250,137.399097
0.7084,81,137.427488
0.5104,136,137.474721
0.0,250,137.561382
0.3232,188,137.626792
0.5032,138,137.674661
0.0,250,137.761664
0.2152,218,137.837695
0.0,250,137.924555
0.1144,246,138.012572
0.4924,141,140.346292
0.3772,173,140.407369
0.5932,113,140.447711
0.172,230,140.528073
0.0,250,140.614884
0.1252,243,140.700131
0.0,250,140.786599
0.0,250,140.87376
0.0,250,140.961269
0.5608,122,141.005754
0.0,250,143.36208
0.7264,76,143.389003
0.0,250,143.476861
0.0,250,143.563707
0.0,250,143.651103
0.7588,67,143.674718
0.7408,72,143.699906
0.1396,239,143.782268
0.5356,129,143.827675
0.1972,223,143.905336
0.0,250,143.992393
0.3808,172,146.283521
0.0,250,146.371043
0.0,250,146.458734
0.0,250,146.546196
0.0,250,146.632996
0.0,250,146.720499
0.5356,129,146.765598
0.3196,189,146.832323
0.0,250,146.9193
0.6616,94,146.952432
0.0,250,149.30606
0.7876,59,149.327431
0.0,250,149.414735
0.0,250,149.502104
0.0,250,149.58989
0.0,250,149.677295
